talk_desc,event,talk_name,views,duration,tags,recorded_at,published on
"Our bodies get Vitamin D from the sun, but as dermatologist Richard Weller suggests, sunlight may confer another surprising benefit too. New research by his team shows that nitric oxide, a chemical transmitter stored in huge reserves in the skin, can be released by UV light, to great benefit for blood pressure and the cardiovascular system. What does it mean? Well, it might begin to explain why Scots get sick more than Australians ...",TEDxGlasgow,Could the sun be good for your heart?,1207169,779,"['TEDx', 'biology', 'chemistry', 'disease', 'health', 'heart health', 'medicine', 'science', 'health care', 'medical research', 'environment', 'illness', 'physiology', 'Nobel Prize', 'molecular biology']",2012-03-04T00:00:00.000+00:00,1358439521
"Cameron Russell admits she won ""a genetic lottery"": she's tall, pretty and an underwear model. But don't judge her by her looks. In this fearless talk, she takes a wry look at the industry that had her looking highly seductive at barely 16 years old.",TEDxMidAtlantic,"Looks aren't everything. Believe me, I'm a model.",37103025,577,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']",2012-10-27T00:00:00.000+00:00,1358352354
"Having trouble remembering the order of operations? Let's raise the stakes a little bit. What if the future of your (theoretical) kingdom depended on it? Garth Sundem creates a world in which PEMDAS is the hero but only heroic when in the proper order. [Directed by Mark Phillips, narrated by Garth Sundem].",TED-Ed,How to defeat a dragon with math,2994912,215,"['TED-Ed', 'education', 'animation', 'math']",2013-01-15T00:00:00.000+00:00,1581632768
"We have personal computing -- why not personal biotech? That's the question biologist Ellen Jorgensen and her colleagues asked themselves before opening Genspace, a nonprofit DIY bio lab in Brooklyn devoted to citizen science, where amateurs can go and tinker with biotechnology. Far from being a sinister Frankenstein's lab (as some imagined it), Genspace offers a long list of fun, creative and practical uses for DIY bio.",TEDGlobal 2012,"Biohacking -- you can do it, too",1318237,608,"['biology', 'biotech', 'community', 'science', 'technology', 'bioethics', 'crowdsourcing', 'molecular biology', 'DNA', 'genetics', 'code', 'open-source', 'synthetic biology', 'collaboration', 'journalism', 'media', 'future', 'innovation', 'engineering', 'invention', 'microbiology', 'art', 'science and art', 'entrepreneur']",2012-06-22T00:00:00.000+00:00,1358265675
"At Camp Diva, Angela Patton works to help young girls and their fathers stay connected and become part of each others' lives. But what about girls whose fathers can't be there -- because they're in jail? Patton tells the story of a very special father-daughter dance. ",TEDxWomen 2012,A father-daughter dance ... in prison,938996,528,"['TEDx', 'activism', 'children', 'dance', 'parenting', 'social change', 'women', 'youth']",2012-11-30T00:00:00.000+00:00,1358179151
"When is the last time you did absolutely nothing for 10 whole minutes? Not texting, talking or even thinking? Mindfulness expert Andy Puddicombe describes the transformative power of doing just that: Refreshing your mind for 10 minutes a day, simply by being mindful and experiencing the present moment. (No need for incense or sitting in uncomfortable positions.)",TEDSalon London Fall 2012,All it takes is 10 mindful minutes,12498186,564,"['Buddhism', 'body language', 'culture', 'happiness', 'health', 'meditation', 'mindfulness', 'productivity', 'success', 'work']",2012-11-16T00:00:00.000+00:00,1357919915
"A woman in sub-Saharan Africa is part of a cutting-edge HIV clinical trial -- but she can't afford a bus ticket to her health clinic, let alone the life-saving antiretrovirals she'll need. Boghuma Kabisen Titanji asks an important question: How can researchers looking for a cure make sure they're not taking advantage of the people most affected by the pandemic?",TEDxGoodenoughCollege,Ethical riddles in HIV research,567086,670,"['AIDS', 'TEDx', 'global issues', 'health care', 'medicine', 'pharmaceuticals', 'HIV']",2012-05-05T00:00:00.000+00:00,1357833607
"This talk paints the funny and touching story of a little boy who pursued a simple passion: to draw and write stories. With the help of a supporting cast of family and teachers, Jarrett J. Krosoczka tells how he grew up to create beloved children's books.",TEDxHampshireCollege,How a boy became an artist,1046481,1120,"['TEDx', 'art', 'children', 'design', 'storytelling', 'writing', 'books']",2012-10-12T00:00:00.000+00:00,1357747468
"There are three types of color receptors in your eye: red, green and blue. But how do we see the amazing kaleidoscope of other colors that make up our world? Colm Kelleher explains how humans can see everything from auburn to aquamarine. [Directed by Jeremiah Dickey, narrated by Colm Kelleher].",TED-Ed,How we see color,951005,211,"['science', 'animation', 'TED-Ed', 'sight']",2013-01-08T00:00:00.000+00:00,1548273441
"When Sue Austin got a power wheelchair, she felt a tremendous sense of freedom -- yet others looked at her as though she had lost something. In her art, she conveys the spirit of wonder she feels wheeling through the world. Includes thrilling footage of an underwater wheelchair that lets her explore ocean beds, drifting through schools of fish, floating free in 360 degrees. ",TEDxWomen 2012,Deep sea diving ... in a wheelchair,2413557,578,"['TEDx', 'disability', 'performance art', 'art', 'oceans']",2012-12-01T00:00:00.000+00:00,1357660761
"From the microbes in our stomachs to the ones on our teeth we are homes to millions of unique and diverse communities which help our bodies function. Jessica Green and Karen Guillemin emphasize the importance of understanding the many organisms that make up each and every organism. [Directed by Celine Keller and Paula Spagnoletti, narrated by Jessica Green].",TED-Ed,You are your microbes,1783900,214,"['science', 'TED-Ed', 'health', 'animation', 'human body']",2013-01-07T00:00:00.000+00:00,1547061694
"If an asteroid were headed for Earth, we'd all band together and figure out how to stop it, just like in the movies, right? And yet, when faced with major, data-supported, end-of-the-world problems in real life, too often we retreat into partisan shouting and stalemate. Jonathan Haidt shows us a few of the very real asteroids headed our way -- some pet causes of the left wing, some of the right -- and suggests how both wings could work together productively to benefit humanity as a whole.",TEDSalon NY2012,How common threats can make common (political) ground,682025,1201,"['global issues', 'politics', 'society', 'psychology']",2012-12-19T00:00:00.000+00:00,1357574832
"It's been 110 years since Georges Méliès sent a spaceship slamming into the eye of the man on the moon. So how far have visual effects come since then? Working closely with the Academy of Motion Picture Arts and Sciences, Don Levy takes us on a visual journey through special effects, from the fakery of early technology to the seamless marvels of modern filmmaking.",TED2012,A cinematic journey through visual effects,792078,414,"['film', 'animation', 'history']",2012-02-28T00:00:00.000+00:00,1357315336
"In a single year, there are 200-300 million cases of malaria and 50-100 million cases of dengue fever worldwide. So: Why haven't we found a way to effectively kill mosquitos yet? Hadyn Parry presents a fascinating solution: genetically engineering male mosquitos to make them sterile, and releasing the insects into the wild, to cut down on disease-carrying species.",TEDSalon London Fall 2012,Re-engineering mosquitos to fight disease,1038728,837,"['animals', 'biotech', 'disease', 'global issues', 'insects', 'pandemic', 'science', 'technology', 'engineering', 'biomimicry', 'synthetic biology', 'DNA', 'genetics', 'public health', 'ecology', 'health', 'illness', 'innovation']",2012-11-07T00:00:00.000+00:00,1357229064
"Imagine you're a shipwrecked sailor adrift in the enormous Pacific. You can choose one of three directions and save yourself and your shipmates -- but each choice comes with a fearful consequence too. How do you choose? In telling the story of the whaleship Essex, novelist Karen Thompson Walker shows how fear propels imagination, as it forces us to imagine the possible futures and how to cope with them.",TEDGlobal 2012,What fear can teach us,2484893,690,"['creativity', 'death', 'entertainment', 'fear', 'storytelling']",2012-06-28T00:00:00.000+00:00,1357143205
"When war between Israel and Iran seemed imminent, Israeli graphic designer Ronny Edry shared a poster on Facebook of himself and his daughter with a bold message: ""Iranians ... we [heart] you."" Other Israelis quickly created their own posters with the same message -- and Iranians responded in kind. The simple act of communication inspired surprising Facebook communities like ""Israel loves Iran,"" ""Iran loves Israel"" and even ""Palestine loves Israel.""",TEDxJaffa 2012,Israel and Iran,2121972,897,"['Iran', 'Middle East', 'TEDx', 'design', 'global issues', 'peace']",2012-09-06T00:00:00.000+00:00,1356106082
