talk_name,event_cat,views_x,p_year,mws,fkl,mtld,cnt_i,cnt_we,cnt_you,nip_comps_cnt,nip,nvr,time_period,most_frequent_topic
My solar-powered adventure,TED Global,894195,2010,15.0,8.4,51.82522233307858,32,130,50,23,0.0215759849906191,1.3954659949622166,2,environment
Fusion is energy's future,TED Global,838093,2009,12.0,6.7,50.596931715593925,12,74,36,24,0.0404040404040404,1.3654618473895583,1,environment
A new way to fight corruption,TED Global,608625,2009,17.0,10.8,98.798822666294,26,22,24,27,0.0421216848673947,1.793388429752066,1,technology
Metaphorically speaking,TED Global,1026261,2009,13.0,8.1,68.11019463130793,4,36,14,17,0.0298245614035087,1.828729281767956,1,human feelings
Dragonflies that fly across oceans,TED Global,632238,2009,9.0,4.3,51.891611046806034,52,41,50,41,0.0410821643286573,1.6565420560747663,1,environment
How to make a splash in social media,TED Global,2349841,2009,13.0,6.9,70.37712100098472,3,31,21,9,0.0338345864661654,1.6260162601626016,1,human feelings
Photographing the hidden story,TED Global,606074,2009,17.0,9.3,114.4574982722875,32,27,11,17,0.025,1.6991525423728813,1,human feelings
The intricate economics of terrorism,TED Global,757954,2009,14.0,9.1,54.62660158799217,42,32,19,10,0.010593220338983,2.204724409448819,1,human feelings
Pop culture in the Arab world,TED Global,642817,2009,11.0,7.5,84.74089510392798,7,11,12,16,0.0524590163934426,2.125,1,environment
How low-cost eye care can be world-class,TED Global,372059,2009,22.0,11.4,79.22795256547263,28,83,29,38,0.0362941738299904,1.3983286908077994,1,technology
A one-man world summit,TED Global,1218312,2009,12.5,7.0,58.459814978277706,50,63,74,13,0.0147559591373439,1.332512315270936,1,human feelings
The fight against sex slavery,TED Global,4894618,2009,12.0,5.6,48.26635514018692,30,29,48,26,0.0341207349081364,1.5318181818181815,1,technology
The ancient ingenuity of water harvesting,TED Global,1228938,2009,11.0,5.1,76.44564036733485,4,34,52,39,0.0377176015473887,2.213973799126637,1,environment
The hunt for a supermassive black hole,TED Global,943875,2009,16.0,7.9,47.904170566837024,24,83,67,22,0.0223123732251521,1.5238095238095235,1,human feelings
Global ethic vs. national interest,TED Global,656528,2009,19.0,11.4,66.99497673480056,28,58,66,18,0.0174757281553398,1.4749403341288785,1,human feelings
Why nations should pursue soft power,TED Global,2349908,2009,15.0,10.2,73.89811952563475,18,67,40,25,0.0232991612301957,2.134020618556701,1,human feelings
Dance to change the world,TED Global,605473,2009,10.0,5.7,58.63573675872513,19,59,55,45,0.0444664031620553,1.2964959568733154,1,health
Turning dunes into architecture,TED Global,756929,2009,15.0,8.0,81.7181200293151,17,38,20,20,0.0284495021337126,1.6640316205533596,1,environment
Transition to a world without oil,TED Global,957865,2009,17.5,10.8,70.062096589451,18,90,25,26,0.026,1.5488372093023255,1,environment
Asia's rise -- how and when,TED Global,2170401,2009,12.0,7.0,62.45459098373192,40,43,39,14,0.0147368421052631,1.8633333333333333,1,human feelings
Learn to use the 13th-century astrolabe,TED Global,903891,2009,11.0,6.4,43.08108108108108,15,17,40,22,0.0389380530973451,1.9497206703910612,1,politics
East vs. West -- the myths that mystify,TED Global,2315526,2009,10.0,6.5,42.64554597701149,24,32,98,23,0.0207956600361663,1.4906666666666666,1,human feelings
Learning from leadership's missing manual,TED Salon,1306482,2009,15.0,8.4,54.556038647343,17,61,32,28,0.0281407035175879,1.372031662269129,1,health
Science-inspired design,TED Global,478094,2009,11.0,6.4,47.34733769501207,40,24,82,10,0.0092250922509225,1.820754716981132,1,environment
The thrilling potential of SixthSense technology,TED Global,19082156,2009,18.0,10.2,67.61692915579252,64,36,72,20,0.0240963855421686,1.4241486068111455,1,human feelings
The surprising spread of Idol TV,TED Global,587271,2009,12.0,8.8,68.86852470176348,4,9,13,6,0.0178041543026706,1.801980198019802,1,human feelings
Photographing the landscape of oil,TED Global,566528,2009,22.0,11.6,60.07840236135485,19,12,1,7,0.0318181818181818,1.4567901234567902,1,environment
The science behind a climate headline,TED Global,934273,2009,21.0,9.8,58.547863401966765,4,37,10,27,0.1067193675889328,2.237113402061856,1,environment
The refugees of boom-and-bust,TED Global,448949,2009,16.0,9.4,115.83216272405464,0,7,6,8,0.0432432432432432,1.9814814814814812,1,technology
How the Internet enables intimacy,TED Global,1436909,2009,16.0,8.9,58.16454754982473,18,25,30,28,0.0527306967984934,1.8695652173913044,1,human feelings
"Symmetry, reality's riddle",TED Global,1183087,2009,13.0,7.4,59.13851788454437,63,53,82,84,0.0764331210191082,1.3701431492842535,1,economy
The year I was homeless,TED Global,1316393,2009,12.0,6.0,55.647045600513806,61,14,11,11,0.0256410256410256,1.1657458563535912,1,health
Architecture that repairs itself?,TED Global,1379495,2009,11.5,9.3,76.73301526717557,1,25,10,6,0.0132743362831858,1.707792207792208,1,environment
A new way to explain explanation,TED Global,1399131,2009,13.0,8.8,92.75858995137764,5,31,15,11,0.0110220440881763,1.5335820895522387,1,human feelings
Navigating our global future,TED Global,1242267,2009,11.0,8.0,60.86296592064196,5,36,4,13,0.0305164319248826,1.591954022988506,1,human feelings
1.3m reasons to re-invent the syringe,TED Global,716115,2009,12.0,6.5,73.39341049406855,11,11,15,16,0.0561403508771929,1.4862385321100915,1,human feelings
Lead like the great conductors,TED Global,3834809,2009,8.0,5.1,56.76595121026061,19,17,110,16,0.0127897681854516,1.301994301994302,1,environment
Animating a photo-real digital face,TEDx,898861,2009,19.0,11.6,71.24404736238434,0,41,16,7,0.0191256830601092,1.6770186335403727,1,human feelings
The post-crisis consumer,TEDx,878712,2009,14.0,9.1,94.14865365612648,10,76,60,35,0.0352112676056338,1.7060185185185186,1,human feelings
The 4 ways sound affects us,TED Global,2096318,2009,15.0,8.3,81.05046818161009,12,20,53,26,0.0751445086705202,1.3333333333333333,1,environment
A brain in a supercomputer,TED Global,1519093,2009,14.0,7.6,42.83782597335166,7,64,74,29,0.0325842696629213,1.2523364485981308,1,human feelings
Life lessons from an ad man,TED Global,3390170,2009,16.0,10.1,76.39515439920649,16,48,78,34,0.034034034034034,1.835820895522388,1,technology
"Robots that ""show emotion""",TED Main,1126696,2009,13.0,11.0,77.86127014418999,5,19,15,6,0.0202020202020202,1.6635514018691588,1,human feelings
New York -- before the City,TED Global,2847958,2009,15.0,7.9,44.64721291501675,30,105,29,18,0.0185758513931888,2.2,1,environment
"Claim your ""manspace""",TED Global,949354,2009,11.5,5.6,74.50532064803551,26,15,8,9,0.0337078651685393,1.6074766355140186,1,human feelings
Optical illusions show how we see,TED Global,7434126,2009,11.0,5.5,51.10042420517881,19,70,92,42,0.0424242424242424,1.1465295629820051,1,human feelings
The danger of a single story,TED Global,26846075,2009,20.0,11.2,68.81841432225063,92,57,11,14,0.012400354295837,1.5403422982885089,1,health
Tribal leadership,TEDx,1756952,2009,10.0,5.4,68.08712166279011,33,83,80,36,0.036036036036036,1.2446601941747573,1,human feelings
How food shapes our cities,TED Global,1298495,2009,14.0,7.0,66.43036066143222,18,95,28,22,0.0234042553191489,1.5683646112600536,1,environment
The power of time off,TED Global,3565450,2009,13.0,7.1,81.97869259823736,74,46,28,34,0.0320754716981132,1.6709677419354838,1,human feelings
How spectroscopy could reveal alien life,TED Global,669082,2009,13.5,8.2,61.25274290115773,22,75,56,29,0.0304621848739495,1.745644599303136,1,human feelings
Let's revive the Golden Rule,TED Global,982632,2009,18.0,9.7,81.17386363636365,14,26,24,4,0.0067340067340067,1.2424242424242424,1,health
Designers -- think big!,TED Global,2023421,2009,17.0,11.2,89.31181989470197,18,64,8,18,0.0178217821782178,1.7572254335260116,1,human feelings
A third way to think about aid,TED Institute,560273,2009,22.0,12.2,94.02334805009323,18,80,14,40,0.0390625,1.7041884816753927,1,human feelings
How I harnessed the wind,TED Global,2999236,2009,10.0,4.6,96.00006170300288,35,10,8,8,0.022284122562674,1.4222222222222225,1,human feelings
The Web as random acts of kindness,TED Global,959105,2009,14.0,8.7,82.90532628743387,19,52,77,26,0.0218303946263644,1.3709327548806942,1,human feelings
What hallucination reveals about our minds,TED Main,9091080,2009,12.0,6.9,52.876622266041565,41,24,56,28,0.0248226950354609,1.3033419023136248,1,human feelings
An inventory of the invisible,TED Global,1246346,2009,11.0,6.6,58.27593880554501,15,43,52,23,0.0368589743589743,1.3016528925619837,1,human feelings
3 warp-speed architecture tales,TED Global,2653030,2009,17.0,10.3,67.77704592562995,4,112,42,28,0.0255941499085923,1.9133858267716533,1,environment
The real story of McMafia -- how global crime networks work,TED Global,1110415,2009,19.5,10.9,86.27171075966059,33,49,25,28,0.0239316239316239,2.062305295950156,1,human feelings
How we read each other's minds,TED Global,3402540,2009,15.0,8.2,57.609319285936834,24,56,64,18,0.0178041543026706,1.3841463414634143,1,human feelings
How I swam the North Pole,TED Global,845231,2009,12.0,5.8,54.21812792385869,74,54,39,22,0.0194174757281553,1.1542857142857144,1,environment
Time-lapse proof of extreme ice loss,TED Global,1096648,2009,13.0,7.8,58.81097048490784,25,73,40,45,0.0387263339070568,2.019390581717452,1,environment
A leap from the edge of space,TED Global,631894,2009,9.0,5.2,72.37516086308227,27,53,69,49,0.0563218390804597,1.7127659574468086,1,environment
Making sound visible through cymatics,TED Global,1044287,2009,12.0,8.2,81.46443656022976,2,18,10,2,0.007168458781362,1.8333333333333333,1,human feelings
"Post-crash, investing in a better world",TED Global,369591,2009,22.0,13.2,93.1770197280092,27,79,28,18,0.0166666666666666,1.7244897959183674,1,human feelings
Adjustable liquid-filled eyeglasses,TED Global,869078,2009,11.0,6.7,42.752204801567856,13,13,25,8,0.0239520958083832,1.3714285714285714,1,economy
"One seed at a time, protecting the future of food",TED Global,864414,2009,13.0,8.1,53.62690513806085,42,68,57,34,0.0330739299610894,1.656804733727811,1,environment
A multimedia theatrical adventure,TED Main,453094,2009,12.0,8.1,60.13161983368352,25,18,12,17,0.0193401592718998,1.6875,1,human feelings
Let my dataset change your mindset,TED Institute,1925326,2009,10.5,6.2,56.535791914848296,35,106,54,29,0.0242474916387959,1.8341346153846156,1,human feelings
A demo of wireless electricity,TED Global,2278777,2009,11.0,6.8,79.3373270521997,23,41,54,16,0.0262725779967159,1.162962962962963,1,environment
The puzzle of motivation,TED Global,27053706,2009,12.0,7.4,67.00819369084093,26,50,58,26,0.0232974910394265,1.7183462532299745,1,gender equity
The music of a war child,TED Global,991399,2009,13.0,7.6,49.5497183152547,119,35,37,54,0.0498614958448753,1.298283261802575,1,human feelings
Biomimicry in action,TED Global,1535318,2009,12.0,7.3,63.52619525914022,16,63,24,23,0.0216572504708097,1.5810810810810811,1,environment
Why the world needs charter cities,TED Global,711253,2009,19.0,8.5,67.16331641053787,5,72,33,32,0.0288548241659152,1.5929752066115703,1,human feelings
How to make filthy water drinkable,TED Global,4872987,2009,10.0,4.5,73.19243003541155,15,29,18,21,0.0367775831873905,1.3969072164948453,1,environment
Hold your breath for micro-sculpture,TED Global,785099,2009,11.0,4.9,53.97665068127948,161,36,33,11,0.0092983939137785,0.9564270152505446,1,environment
I believe we evolved from aquatic apes,TED Global,1454859,2009,10.0,5.3,69.97859634029085,18,55,39,18,0.0174249757986447,1.1675824175824177,1,human feelings
Art that looks back at you,TED Main,833881,2009,13.0,8.4,71.70957916421425,23,29,47,11,0.0117899249732047,1.3364197530864197,1,human feelings
"A kinder, gentler philosophy of success",TED Global,8359866,2009,17.0,9.4,63.91565412140933,40,89,75,10,0.009891196834817,1.3273942093541202,1,human feelings
Wiring a web for global good,TED Global,1114618,2009,23.0,13.4,58.893623216713024,18,70,13,14,0.0139581256231306,1.7612359550561798,1,health
Skin color is an illusion,TED Main,1360752,2009,13.0,9.4,57.70966725493129,2,50,17,8,0.009009009009009,2.2115384615384617,1,environment
Exploring the mind of a killer,TED Main,3012523,2009,13.0,6.2,62.7335434717286,13,18,24,11,0.0280612244897959,1.6573426573426573,1,health
A better way to harvest bone marrow,TED Main,539743,2009,14.0,6.3,80.53577589884983,6,23,11,11,0.0433070866141732,2.369565217391304,1,posessions
Playing with space and light,TED Main,702523,2009,12.0,7.2,46.12988111129971,36,25,35,5,0.0086805555555555,1.4782608695652173,1,human feelings
4 environmental 'heresies',TED Institute,818869,2009,13.0,7.0,72.55750541306571,13,61,25,32,0.0319361277445109,1.7353760445682451,1,environment
A next-gen cure for killer infections,TED Main,762643,2009,15.5,6.7,59.57479914214804,20,19,22,3,0.0109090909090909,1.05,1,environment
Escaping the Khmer Rouge,TED Main,728595,2009,12.0,7.8,83.83740012956164,9,16,4,3,0.0084033613445378,2.216216216216216,1,health
The design genius of Charles + Ray Eames,TED Main,805908,2009,9.0,4.6,63.02603770069106,31,55,49,16,0.0176211453744493,1.7380281690140844,1,human feelings
17 words of architectural inspiration,TED Main,1088330,2009,12.0,7.1,47.33916586239492,65,70,30,2,0.0017921146953405,1.5200945626477542,1,human feelings
Life lessons through tinkering,TED Main,1340617,2009,15.0,9.8,113.44785797907367,1,6,2,2,0.0081632653061224,1.6896551724137931,1,environment
Teach statistics before calculus!,TED Main,2704514,2009,10.0,10.1,49.82588308846515,6,4,3,1,0.0056179775280898,2.106382978723404,1,human feelings
My trek to the South Pole,TED Main,373815,2009,13.0,6.9,86.1718333403116,16,42,35,15,0.0424929178470254,1.519736842105263,1,human feelings
You are the future of philanthropy,TED Main,496629,2009,18.0,9.2,67.86400937131975,19,35,26,14,0.0185676392572944,1.47985347985348,1,human feelings
New rules for rebuilding a broken nation,TED Institute,473557,2009,11.0,8.8,50.741288493064346,5,27,30,33,0.0331991951710261,1.8296296296296295,1,human feelings
The psychology of time,TED Main,1864362,2009,8.0,7.6,63.451623071974126,9,18,33,15,0.0380710659898477,1.456140350877193,1,technology
"Surgery's past, present and robotic future",TED Main,868040,2009,14.0,8.1,57.773939795282246,10,79,85,22,0.0193832599118942,1.3358395989974938,1,posessions
How cults rewire the brain,TED Main,1294967,2009,9.0,5.4,60.272900478182905,23,14,10,3,0.0078125,1.1031746031746033,1,human feelings
How social media can make history,TED Institute,1977518,2009,15.0,8.5,57.56232155395816,8,45,20,26,0.0274261603375527,1.6082191780821915,1,entertainment
Life in Biosphere 2,TEDx,1178737,2009,11.0,5.9,52.7113866646427,74,135,38,18,0.0188877229800629,1.2860759493670886,1,environment
Success is a continuous journey,TED Main,4506835,2009,12.0,5.2,65.16120108864071,51,19,4,6,0.0253164556962025,0.7054263565891473,1,gender equity
Learning from the gecko's tail,TED Main,734093,2009,10.0,6.4,72.13068710330776,10,73,38,21,0.0294117647058823,1.2903225806451613,1,human feelings
Happiness and its surprises,TED Main,2129901,2009,14.5,7.9,65.8585959604041,4,66,34,39,0.0329113924050632,1.5338983050847457,1,human feelings
A plug for smart power outlets,TED Main,666413,2009,14.0,8.9,100.59200460419096,2,22,4,14,0.0555555555555555,2.338235294117647,1,environment
Eco-friendly drywall,TED Main,403141,2009,10.5,4.4,88.83566601368838,5,30,22,11,0.0552763819095477,1.4361702127659577,1,environment
The world in 2200,TED Main,574479,2009,16.0,9.1,95.95817174515236,4,11,3,5,0.0217391304347826,1.5405405405405406,1,human feelings
Odes to vice and consequences,TED Main,332931,2009,7.5,8.9,44.71855179704016,37,43,51,11,0.0105363984674329,1.4678571428571427,1,human feelings
A wide-angle view of fragile Earth,TED Main,898275,2009,10.0,4.9,62.31973520249222,41,51,29,36,0.0402684563758389,1.6388888888888888,1,environment
A call to reinvent liberal arts education,TED Main,678682,2009,19.0,12.3,95.16600684607124,7,53,23,7,0.0062611806797853,1.87248322147651,1,human feelings
Why we're storing billions of seeds,TED Main,667833,2009,12.0,6.0,49.452709523975805,5,22,20,17,0.0431472081218274,1.5133333333333334,1,environment
The world's English mania,TED Main,4934572,2009,9.5,7.6,34.6110707083121,13,2,7,7,0.0255474452554744,1.851851851851852,1,human feelings
Don't eat the marshmallow!,TED Main,3892551,2009,8.0,3.9,58.42353400018354,7,20,10,13,0.0363128491620111,1.2178217821782178,1,technology
10 things you didn't know about orgasm,TED Main,33320592,2009,12.0,7.3,84.7778102051546,32,28,49,12,0.011964107676969,1.6962025316455696,1,human feelings
A full-band beatbox,TED Main,1933751,2009,8.0,6.7,31.924965842344225,5,18,3,18,0.0762711864406779,2.2222222222222223,1,human feelings
